# 1:t 2:E_GW_dot 3:E_GW 4:J_GW_dot 5:J_GW
808.8 2.54890628893e-06 0.000909251210679 0.000225305960845 0.0716981106118
811.2 2.55875951053e-06 0.000915380409638 0.000225817287835 0.0722394585102
813.6 2.56501834752e-06 0.000921528943068 0.000226177088455 0.0727818517618
816.0 2.5672980414e-06 0.000927687722735 0.000226368700379 0.0733249067084
818.4 2.56542677919e-06 0.000933846992519 0.000226385090121 0.073868211257
820.8 2.56072339109e-06 0.000939998372724 0.000226283024314 0.0744114129943
823.2 2.5560359254e-06 0.000946138483904 0.000226183351372 0.0749543726451
825.6 2.55378334121e-06 0.000952270267023 0.000226186828329 0.0754972168608
828.0 2.55410304718e-06 0.00095839973069 0.000226295294465 0.0760401954081
830.4 2.5553771329e-06 0.000964531106906 0.000226435513177 0.0765834723773
832.8 2.55648605059e-06 0.000970665342726 0.00022655664234 0.0771270629639
835.2 2.55811357481e-06 0.000976802862276 0.000226685718478 0.0776709537969
837.6 2.56190521983e-06 0.00098294688483 0.000226890698449 0.0782152454972
840.0 2.56882235518e-06 0.00098910375792 0.000227209779759 0.0787601660711
842.4 2.57834979211e-06 0.000995280364497 0.00022761960752 0.0793059613358
844.8 2.58893072121e-06 0.00100148110111 0.000228056647316 0.0798527728416
847.2 2.59906206895e-06 0.00100770669246 0.000228463072 0.0804005965048
849.6 2.60819848973e-06 0.00101395540513 0.000228821722676 0.0809493382584
852.0 2.61683563178e-06 0.00102022544608 0.00022915756782 0.081498913407
854.4 2.62575697596e-06 0.00102651655721 0.000229505366377 0.082049308928
856.8 2.63509992065e-06 0.00103282958548 0.000229870750266 0.082600560268
859.2 2.64418912099e-06 0.00103916473233 0.000230224954902 0.0831526751142
861.6 2.65229728068e-06 0.00104552051601 0.000230537961638 0.0837055906141
864.0 2.65927901631e-06 0.00105189440757 0.000230804562821 0.0842592016434
866.4 2.66531842123e-06 0.0010582839245 0.000231033191791 0.0848134069489
868.8 2.67038828613e-06 0.00106468677254 0.00023122421111 0.0853681158324
871.2 2.67426696648e-06 0.00107110035885 0.000231372172785 0.0859232314931
873.6 2.67697463909e-06 0.00107752184877 0.000231484428747 0.0864786594149
876.0 2.67884686766e-06 0.00108394883458 0.000231582838485 0.0870343401356
878.4 2.68003292934e-06 0.00109037949034 0.000231680311625 0.0875902559157
880.8 2.68018004528e-06 0.00109681174591 0.000231765971373 0.0881463914553
883.2 2.67891546778e-06 0.00110324266052 0.00023182597275 0.0887027017883
885.6 2.6765487356e-06 0.00110966921757 0.000231874302436 0.0892591421185
888.0 2.67403857653e-06 0.00111608992234 0.00023195128711 0.089815732826
890.4 2.67225496182e-06 0.00112250547459 0.000232090865785 0.0903725834094
892.8 2.671352141e-06 0.00112891780311 0.000232292292133 0.0909298431989
895.2 2.67088075593e-06 0.00113532848259 0.000232524420944 0.0914876232546
897.6 2.67064711723e-06 0.00114173831604 0.000232765137949 0.0920459707253
900.0 2.67156264346e-06 0.00114814896775 0.000233042922175 0.0926049403975
902.4 2.67539795357e-06 0.00115456532047 0.000233428824521 0.0931647064935
904.8 2.68338780907e-06 0.00116099586338 0.000233973535812 0.0937255893259
907.2 2.69512713326e-06 0.00116745008131 0.000234653441104 0.0942879416982
909.6 2.70890672013e-06 0.00117393492194 0.00023538164856 0.0948519838058
912.0 2.72284996244e-06 0.00118045302995 0.000236064940393 0.0954177197125
914.4 2.73563446537e-06 0.00118700321127 0.000236648663684 0.0959849760374
916.8 2.7465959197e-06 0.00119358188773 0.000237121362718 0.0965535000691
919.2 2.755560216e-06 0.00120018447509 0.000237493891352 0.097123038374
921.6 2.76264154132e-06 0.0012068063172 0.000237781284297 0.0976933685848
924.0 2.76826496901e-06 0.00121344340501 0.000238002157761 0.0982643087152
926.4 2.77334308317e-06 0.00122009333468 0.000238189062442 0.0988357381795
928.8 2.7791552374e-06 0.00122675633266 0.000238391323138 0.0994076346422
931.2 2.78681480859e-06 0.00123343549672 0.000238659119238 0.099980095173
933.6 2.79670713964e-06 0.00124013572305 0.000239017884587 0.100553307578
936.0 2.80831271487e-06 0.00124686174688 0.00023945430166 0.101127474201
938.4 2.82052470796e-06 0.00125361635179 0.000239925296197 0.101702729719
940.8 2.8321318071e-06 0.00126039953961 0.000240377998834 0.102279093673
943.2 2.84195527471e-06 0.0012672084441 0.000240758686354 0.102856457695
945.6 2.84870134612e-06 0.00127403723205 0.000241011834973 0.10343458232
948.0 2.85123445734e-06 0.00128087715501 0.000241094007273 0.104013109331
950.4 2.84934538706e-06 0.00128771785083 0.000241002171406 0.104591624746
952.8 2.84396238333e-06 0.00129454982015 0.000240777297325 0.105169760108
955.2 2.8363330618e-06 0.00130136617468 0.00024046977143 0.10574725659
957.6 2.82734445541e-06 0.00130816258771 0.000240113910226 0.106323957008
960.0 2.81794457842e-06 0.00131493693455 0.000239747194486 0.106899790334
962.4 2.80967643457e-06 0.00132169007976 0.000239432257608 0.107474805677
964.8 2.80396266773e-06 0.00132842644668 0.000239226421847 0.108049196092
967.2 2.80084327533e-06 0.00133515221382 0.000239128928194 0.108623222512
969.6 2.79903860552e-06 0.00134187207207 0.000239083866313 0.109197077865
972.0 2.79746448095e-06 0.00134858787578 0.000239042976857 0.109770830077
974.4 2.79631791771e-06 0.00135530041465 0.000239009825685 0.11034449344
976.8 2.79655583946e-06 0.00136201186316 0.000239018341549 0.110918127241
979.2 2.7986926117e-06 0.0013687261613 0.000239085336772 0.111491851655
981.6 2.80230721366e-06 0.0013754473611 0.000239193263773 0.112065785976
984.0 2.80643591215e-06 0.00138217785285 0.000239307579837 0.112639986988
986.4 2.81024912908e-06 0.0013889178749 0.000239402060355 0.113214438556
988.8 2.81358150167e-06 0.00139566647165 0.000239476506061 0.113789092836
991.2 2.81698731131e-06 0.00140242315423 0.00023955716842 0.114363933245
993.6 2.8210730628e-06 0.00140918882668 0.000239669599685 0.114939005367
996.0 2.82555901352e-06 0.00141596478517 0.000239801129059 0.115514370241
998.4 2.82914436434e-06 0.00142275042922 0.000239897639502 0.116090008764
1000.8 2.83059137922e-06 0.00142954211211 0.00023991010415 0.116665778056
1003.2 2.82994536696e-06 0.00143633475621 0.000239844249441 0.11724148328
1005.6 2.82844461799e-06 0.00144312482419 0.000239755591087 0.117817003089
1008.0 2.82718331887e-06 0.00144991157772 0.000239694587699 0.118392343304
1010.4 2.82608378778e-06 0.00145669549824 0.000239664822502 0.118967574596
1012.8 2.82422887145e-06 0.00146347587344 0.000239635733012 0.119542735262
1015.2 2.82089630936e-06 0.00147025002365 0.000239583222817 0.120117798009
1017.6 2.81602951158e-06 0.00147701433464 0.000239507570263 0.120692706961
1020.0 2.80987163339e-06 0.00148376541601 0.000239418835637 0.121267418648
1022.4 2.80252874976e-06 0.00149050029647 0.00023932033404 0.121841905652
1024.8 2.79403945598e-06 0.00149721617832 0.000239212029784 0.122416144488
1027.2 2.78472853418e-06 0.00150391069991 0.000239103542525 0.122990123175
1029.6 2.77537957683e-06 0.00151058282964 0.000239017909114 0.123563868917
1032.0 2.76708265288e-06 0.00151723378431 0.000238984694716 0.124137472042
1034.4 2.76096315729e-06 0.00152386743929 0.000239033978604 0.12471109445
1036.8 2.75798043286e-06 0.0015304901716 0.000239194181045 0.125284968241
1039.2 2.75867238234e-06 0.00153711015497 0.000239482599069 0.125859380377
1041.6 2.76283773416e-06 0.00154373596711 0.000239887202066 0.126434624139
1044.0 2.76959753868e-06 0.00155037488944 0.000240361455506 0.127010922528
1046.4 2.77788741305e-06 0.00155703187138 0.000240843927335 0.127588368987
1048.8 2.78663915725e-06 0.00156370930327 0.00024127849444 0.128166915893
1051.2 2.79448203067e-06 0.00157040664869 0.000241613994428 0.12874638688
1053.6 2.79989599543e-06 0.00157711990232 0.000241805144718 0.129326489847
1056.0 2.80218561127e-06 0.00158384240025 0.000241840090995 0.12990686413
1058.4 2.80230994729e-06 0.00159056779492 0.000241768054852 0.130487193905
1060.8 2.80250992246e-06 0.00159729357877 0.000241682006968 0.131067333979
1063.2 2.80487931008e-06 0.00160402244585 0.000241664017226 0.131647349208
1065.6 2.81018289654e-06 0.00161076052049 0.000241745349586 0.132227440448
1068.0 2.81788627594e-06 0.0016175142035 0.000241910860951 0.132807827901
1070.4 2.82695471395e-06 0.00162428801269 0.000242127383751 0.133388673795
1072.8 2.83639875316e-06 0.00163108403685 0.000242360745323 0.13397005955
1075.2 2.84530268637e-06 0.00163790207858 0.000242574529731 0.13455198188
1077.6 2.85273595224e-06 0.00164473972494 0.000242727097611 0.135134343832
1080.0 2.85774432094e-06 0.00165159230127 0.000242775065873 0.135716946429
1082.4 2.85947940681e-06 0.00165845296974 0.000242683975045 0.136299497278
1084.8 2.85761664454e-06 0.001665313485 0.000242446655305 0.136881654034
1087.2 2.85270459924e-06 0.0016721658705 0.000242092939397 0.137463101548
1089.6 2.84577015523e-06 0.0016790040402 0.000241669273182 0.138043616203
1092.0 2.83747414726e-06 0.00168582393337 0.000241204114647 0.138623064268
1094.4 2.82798949698e-06 0.00169262248974 0.000240704641971 0.139201354776
1096.8 2.81783130199e-06 0.0016993974747 0.000240191644148 0.13977843032
1099.2 2.80827831661e-06 0.00170614880624 0.000239716281869 0.140354319831
1101.6 2.80041700148e-06 0.00171287924062 0.00023931953956 0.140929162816
1104.0 2.79398508683e-06 0.00171959252313 0.000238985076798 0.141503128356
1106.4 2.78779820281e-06 0.00172629066308 0.000238659400624 0.142076301729
1108.8 2.78136409368e-06 0.00173297365783 0.000238319336214 0.142648676213
1111.2 2.77549798406e-06 0.00173964189232 0.00023799532273 0.143220253804
1113.6 2.77117011286e-06 0.00174629789404 0.000237722306146 0.143791114959
1116.0 2.76828891947e-06 0.00175294524488 0.00023749167823 0.14436137174
1118.4 2.76599270684e-06 0.00175958638283 0.000237267454846 0.1449310827
1120.8 2.7638065289e-06 0.00176622214191 0.000237035269271 0.145500245968
1123.2 2.76211504608e-06 0.0017728532478 0.00023681917244 0.146068871299
1125.6 2.76163590917e-06 0.00177948174895 0.000236656827637 0.146637042499
1128.0 2.76264901816e-06 0.00178611089086 0.000236566575017 0.147204910582
1130.4 2.7645374605e-06 0.00179274351464 0.00023652801941 0.147772624095
1132.8 2.76581028366e-06 0.00179937993193 0.000236482033289 0.148340236158
1135.2 2.76475290456e-06 0.00180601660776 0.000236357096013 0.148907643114
1137.6 2.76058601177e-06 0.00181264701446 0.00023611728073 0.149474612366
1140.0 2.75428176837e-06 0.00181926485579 0.000235796937 0.150040909427
1142.4 2.74800166435e-06 0.00182586759591 0.000235480957329 0.1506064429
1144.8 2.74334660025e-06 0.00183245721383 0.000235237397977 0.151171304926
1147.2 2.74000640177e-06 0.00183903723743 0.00023506296453 0.151735665361
1149.6 2.7360553777e-06 0.00184560851157 0.000234891484994 0.152299610701
1152.0 2.72948250855e-06 0.00185216715703 0.000234652574617 0.152863063572
1154.4 2.71956432937e-06 0.00185870601324 0.000234325758347 0.153425837572
1156.8 2.70715372508e-06 0.0018652180749 0.000233951188685 0.153987769908
1159.2 2.69400974043e-06 0.00187169947106 0.000233600527441 0.154548831968
1161.6 2.68186992098e-06 0.00187815052665 0.00023333624934 0.1551091561
1164.0 2.67180710249e-06 0.00188457493908 0.000233183599928 0.155668979919
1166.4 2.66400639582e-06 0.00189097791528 0.000233125032122 0.156228550277
1168.8 2.65800113561e-06 0.00189736432432 0.000233119741086 0.156788044005
1171.2 2.65333571476e-06 0.00190373792854 0.000233139997306 0.157347555691
1173.6 2.65014442336e-06 0.0019101021047 0.000233194645142 0.157907157262
1176.0 2.64903221724e-06 0.00191646111667 0.000233314514054 0.158466968253
1178.4 2.65049711676e-06 0.00192282055187 0.000233517539548 0.159027166718
1180.8 2.65466468595e-06 0.00192918674604 0.00023379482141 0.159587941551
1183.2 2.66135340048e-06 0.00193556596774 0.000234123455913 0.160149443484
1185.6 2.66989697224e-06 0.00194196346819 0.000234472929087 0.160711759146
1188.0 2.67884671206e-06 0.00194838196061 0.000234793365114 0.161274878699
1190.4 2.68624624859e-06 0.00195482007216 0.000235017219685 0.1618386514
1192.8 2.69061844607e-06 0.00196127230979 0.000235093784479 0.162402784605
1195.2 2.69196416078e-06 0.00196773140892 0.000235027499439 0.162966930146
1197.6 2.69186665111e-06 0.0019741920059 0.000234882903742 0.16353082263
1200.0 2.69260196718e-06 0.00198065336824 0.000234754931361 0.164094388032
1202.4 2.69603271314e-06 0.00198711972986 0.000234728469755 0.164657768113
1204.8 2.70295568394e-06 0.00199359851593 0.000234848067246 0.165221259958
1207.2 2.71297889635e-06 0.00200009763743 0.000235106164244 0.165785205036
1209.6 2.72470574267e-06 0.00200662285899 0.000235447442441 0.166349869364
1212.0 2.73609945796e-06 0.00201317582524 0.000235784768438 0.166915348017
1214.4 2.74503201609e-06 0.002019753183 0.000236025375723 0.16748152019
1216.8 2.74989826125e-06 0.00202634709934 0.000236100478673 0.168048071215
1219.2 2.75005427079e-06 0.00203294704238 0.000235985367721 0.168614574231
1221.6 2.74592939758e-06 0.00203954222278 0.000235702221968 0.169180599338
1224.0 2.73871619994e-06 0.00204612379749 0.000235304158283 0.169745806995
1226.4 2.72968759344e-06 0.00205268588205 0.000234845748483 0.170309986883
1228.8 2.71964712089e-06 0.0020592250837 0.000234360647807 0.170873034558
1231.2 2.70909272043e-06 0.00206573957151 0.000233868735955 0.171434909819
1233.6 2.69882066853e-06 0.00207222906758 0.000233401326356 0.171995633893
1236.0 2.68997061206e-06 0.00207869561712 0.00023300330716 0.172555319454
1238.4 2.6832204954e-06 0.00208514344645 0.000232699692074 0.173114163053
1240.8 2.67817500243e-06 0.00209157712104 0.000232470082809 0.173672366783
1243.2 2.67394312709e-06 0.0020979996628 0.000232272859125 0.174230058313
1245.6 2.67033960559e-06 0.00210441280208 0.00023209518934 0.174787299971
1248.0 2.66824266364e-06 0.0021108191008 0.00023196786135 0.175344175632
1250.4 2.66867959641e-06 0.00211722340751 0.000231928278114 0.175900850999
1252.8 2.67169663356e-06 0.00212363185899 0.000231976411671 0.176457536627
1255.2 2.67617779412e-06 0.0021300493083 0.000232069837864 0.177014392126
1257.6 2.68070389127e-06 0.00213647756633 0.000232157511223 0.177571464945
1260.0 2.68460016878e-06 0.0021429159312 0.000232218148852 0.178128715737
1262.4 2.68830557023e-06 0.00214936341808 0.000232272971078 0.178686105081
1264.8 2.69283450225e-06 0.00215582078617 0.000232364599659 0.179243670166
1267.2 2.69871140078e-06 0.00216229064125 0.000232514829324 0.179801525481
1269.6 2.70517843479e-06 0.00216877530906 0.000232693091686 0.180359774986
1272.0 2.71054662008e-06 0.00217527417912 0.00023283161216 0.180918404631
1274.4 2.71363995367e-06 0.00218178320301 0.000232885075275 0.181477264656
1276.8 2.71491990327e-06 0.00218829747484 0.000232876895552 0.182036179021
1279.2 2.71598516384e-06 0.00219481456092 0.000232878760038 0.182595085808
1281.6 2.71795559821e-06 0.00220133528983 0.000232943888364 0.183154072986
1284.0 2.72047261506e-06 0.00220786140369 0.00023306449389 0.183713283044
1286.4 2.72218401096e-06 0.00221439259164 0.000233190537928 0.184272789082
1288.8 2.72197054334e-06 0.00222092557711 0.000233280001618 0.18483255373
1291.2 2.71966206722e-06 0.00222745553624 0.000233328339926 0.18539248374
1293.6 2.71582912534e-06 0.00223397812567 0.000233359934658 0.185952509669
1296.0 2.71123790809e-06 0.00224049060611 0.000233405556669 0.186512628259
1298.4 2.70656414313e-06 0.00224699196857 0.000233490006069 0.187072902934
1300.8 2.70233366433e-06 0.00225348264594 0.000233628359238 0.187633444973
1303.2 2.6988868473e-06 0.00225996411056 0.000233823544559 0.188194387257
1305.6 2.6965104226e-06 0.00226643858728 0.000234073653821 0.188755863895
1308.0 2.69585781178e-06 0.00227290942916 0.000234393610962 0.189318024613
1310.4 2.69815015122e-06 0.00227938223872 0.000234826475904 0.189881088717
1312.8 2.70454590679e-06 0.00228586547399 0.000235415946803 0.190445379624
1315.2 2.71513090114e-06 0.00229236908616 0.000236158458865 0.191011268911
1317.6 2.72867743789e-06 0.00229890165616 0.000236988525563 0.191579045293
1320.0 2.74336891963e-06 0.00230546811179 0.000237814504464 0.192148808929
1322.4 2.75757982188e-06 0.00231206925028 0.000238563881511 0.192720462992
1324.8 2.77019543936e-06 0.00231870258059 0.000239200475179 0.19329378022
1327.2 2.78074340032e-06 0.0023253637072 0.000239721076129 0.193868486081
1329.6 2.7895149862e-06 0.00233204801727 0.000240151214848 0.19444433283
1332.0 2.7975201608e-06 0.00233875245944 0.000240538061252 0.195021159962
1334.4 2.80609475304e-06 0.00234547679734 0.00024093368289 0.195598926055
1336.8 2.8162904658e-06 0.0023522236596 0.000241377227917 0.196177699148
1339.2 2.82852010496e-06 0.00235899743229 0.000241888345416 0.196757617836
1341.6 2.84264780755e-06 0.00236580283378 0.000242470399346 0.197338848329
1344.0 2.85816494574e-06 0.00237264380909 0.000243111602981 0.197921546732
1346.4 2.87424805676e-06 0.00237952270469 0.000243782799702 0.198505820015
1348.8 2.88990715339e-06 0.00238643969094 0.00024444235252 0.199091690198
1351.2 2.90416044117e-06 0.00239339257205 0.000245045360554 0.199679075454
1353.6 2.91596688202e-06 0.00240037672484 0.000245545994412 0.20026778508
1356.0 2.92420868345e-06 0.00240738493552 0.000245900929995 0.200857521389
1358.4 2.92815735117e-06 0.00241440777476 0.000246086739909 0.201447906593
1360.8 2.92802776574e-06 0.0024214351969 0.000246117513945 0.202038551698
1363.2 2.92490701923e-06 0.00242845871864 0.000246039326199 0.202629139906
1365.6 2.9202099111e-06 0.00243547285896 0.000245908947017 0.203219477834
1368.0 2.91542954082e-06 0.0024424756263 0.000245785923203 0.203809511678
1370.4 2.91222250977e-06 0.00244946880876 0.000245736980232 0.204399339162
1372.8 2.91201470564e-06 0.00245645789342 0.00024581869952 0.204989205978
1375.2 2.9150569852e-06 0.00246345037945 0.000246037786385 0.205579433761
1377.6 2.92018999804e-06 0.00247045267583 0.000246342674666 0.206170290314
1380.0 2.92602339063e-06 0.0024774681319 0.000246673624086 0.206761909873
1382.4 2.93224451736e-06 0.00248449805339 0.000247015684752 0.207354337043
1384.8 2.93950532031e-06 0.00249154415319 0.000247391851058 0.207947626086
1387.2 2.94834474059e-06 0.00249860957327 0.000247818634133 0.208541878668
1389.6 2.95866233029e-06 0.00250569798175 0.000248287731291 0.209137206307
1392.0 2.97001681499e-06 0.00251281239672 0.000248782229029 0.209733690259
1394.4 2.98194758168e-06 0.002519954754 0.000249289937846 0.210331376859
1396.8 2.99404886183e-06 0.00252712594973 0.000249802669 0.210930287988
1399.2 3.00614576796e-06 0.00253432618329 0.000250319870912 0.211530435036
1401.6 3.01844820462e-06 0.00254155569606 0.000250853394964 0.212131842955
1404.0 3.03108432987e-06 0.0025488151351 0.000251408423561 0.212734557137
1406.4 3.04329230361e-06 0.00255610438706 0.000251952720718 0.21333859051
1408.8 3.053614545e-06 0.00256342067528 0.000252428179034 0.21394384759
1411.2 3.06142632891e-06 0.00257075872432 0.000252814444929 0.214550138738
1413.6 3.06799314451e-06 0.00257811402769 0.000253170346415 0.215157320488
1416.0 3.07539537904e-06 0.00258548609392 0.000253588062282 0.215765430579
1418.4 3.08430898316e-06 0.00259287773916 0.000254101699473 0.216374658293
1420.8 3.09317645292e-06 0.00260029072168 0.000254653628449 0.216985164686
1423.2 3.09969781622e-06 0.0026077221708 0.000255155789666 0.217596935988
1425.6 3.10297759748e-06 0.0026151653813 0.000255576662529 0.218209814931
1428.0 3.10415665341e-06 0.0026226139424 0.00025596563949 0.218823665693
