                time                   J                  Ks                   I                   V                   i                   U                   K                   r                   R                   g                   z                   B                   H
       5604.40534934       19.4028212013       20.4272567565       18.7602298366       18.3069162006       18.7063167143       18.0590900436       20.4624759247        18.438344089       18.4978032471       18.1818043592       18.8354797117       18.1385105606       19.9109538366
       5622.15208058       19.3990143102       20.4231392857       18.7568245227        18.304108479       18.7029609042       18.0573371895       20.4583513412       18.4353066191       18.4946817833       18.1793173118       18.8320109868       18.1361840761       19.9069631135
       5639.95500806       19.3952134695       20.4190269251       18.7534264888       18.3013098587        18.699612526       18.0555965362       20.4542318467       18.4322775538       18.4915684682       18.1768403268       18.8285493475       18.1338681294       19.9029778821
       5657.81430971       19.3914190867       20.4149197992        18.750036514       18.2985216828       18.6962724046       18.0538704591       20.4501175591       18.4292580176       18.4884643468       18.1743750561       18.8250955138       18.1315645287       19.8989983822
       5675.73016406       19.3876265737       20.4108141788       18.7466488968       18.2957365862       18.6929347014        18.052148634       20.4460047689       18.4262412862       18.4853629287       18.1719132383       18.8216439602       18.1292645628       19.8950205341
       5693.70275019       19.3838375655       20.4067114233       18.7432656309       18.2929571027       18.6896014544       18.0504345642       20.4418948293       18.4232296849       18.4822664631       18.1694576995       18.8181966237       18.1269712049       19.8910458096
       5711.73224773       19.3800543005       20.4026133984       18.7398894322       18.2901866469        18.686275438       18.0487328631       20.4377895973       18.4202263612       18.4791779997       18.1670122236        18.814756145       18.1246884224       19.8870762267
       5729.81883691       19.3762737561       20.3985176499       18.7365165515       18.2874204081        18.682952814       18.0470369082       20.4336866318       18.4172269098        18.476093282       18.1645714407        18.811318889       18.1224105678       19.8831090988
        5747.9626985       19.3724953965       20.3944237115       18.7331463481       18.2846575548       18.6796329275       18.0453454274       20.4295854679       18.4142305774       18.4730115839       18.1621343991       18.8078842329       18.1201366249       19.8791439322
       5766.16401386       19.3687256924       20.3903370737       18.7297865582       18.2819077023       18.6763236708       18.0436713315       20.4254915739       18.4112462578       18.4699415351       18.1597117195       18.8044597131       18.1178777167       19.8751866175
       5784.42296493       19.3649604108       20.3862539941       18.7264323382       18.2791651513       18.6730201268       18.0420075758       20.4214012187       18.4082685728       18.4668778772       18.1572972707       18.8010405806       18.1156275032       19.8712332105
       5802.73973421       19.3611944882       20.3821702497       18.7230775245       18.2764220708       18.6697159951       18.0403432964       20.4173101983       18.4052903368       18.4638136592        18.154882312       18.7976208466       18.1133767841        19.867279146
       5821.11450479       19.3574354447       20.3780922673       18.7197310409       18.2736894502       18.6664203719       18.0386930495       20.4132249145       18.4023217487         18.46075879       18.1524789282        18.794209214       18.1111381893       19.8633312978
       5839.54746033       19.3536805939       20.3740177573       18.7163897047       18.2709634066       18.6631300146       18.0370518425        20.409143087       18.3993591889       18.4577097479       18.1500828813       18.7908025771       18.1089073084       19.8593872132
       5858.03878508       19.3499268662       20.3699439472       18.7130500496       18.2682398559       18.6598414069       18.0354144164       20.4050619498       18.3963988151       18.4546627778       18.1476897417       18.7873975332       18.1066795353       19.8554439992
       5876.58866387       19.3461807017       20.3658765456       18.7097194639          18.2655276       18.6565620542       18.0337920687        20.400987195       18.3934488852       18.4516259388       18.1453090702       18.7840013209       18.1044648105       19.8515076628
       5895.19728212       19.3424392713       20.3618130423       18.7063947292       18.2628228924       18.6532886921       18.0321802741       20.3969163196       18.3905058486       18.4485957542       18.1429368627       18.7806107814        18.102259008       19.8475755619
       5913.86482582       19.3387004359       20.3577516924       18.7030731781       18.2601222406       18.6500185865       18.0305739729        20.392847588       18.3875665353       18.4455691703       18.1405691649        18.777223332       18.1000579374       19.8436457921
       5932.59148157       19.3349652477       20.3536934034       18.6997560226       18.2574270321       18.6467529669       18.0289746739       20.3887819037       18.3846322746       18.4425474921        18.138207427       18.7738401618       18.0978630715       19.8397193222
       5951.37743655       19.3312355303       20.3496395643         18.69644567       18.2547405887       18.6434943141       18.0273874453       20.3847206463         18.38170603       18.4395335542        18.135855484       18.7704635842       18.0956785084       19.8357977168
